Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency,Constituency number
ARUN SINGH PATEL,Bahujan Samaj Party,26226,130,26356,10.68,Rohaniya,387
RAJESHWAR SINGH PATEL,Indian National Congress,16670,115,16785,6.8,Rohaniya,387
ABHAY PATEL,Apna Dal (Kamerawadi),71728,463,72191,29.25,Rohaniya,387
AMIT PURI,Apna Bharatiya Sanatan Party,1442,9,1451,0.59,Rohaniya,387
URMILA DEVI,Bahujan Mukti Party,1302,7,1309,0.53,Rohaniya,387
PALLAVI VERMA,Aam Aadmi Party,2182,37,2219,0.9,Rohaniya,387
DR. SUNIL PATEL,Apna Dal (Soneylal),118329,334,118663,48.08,Rohaniya,387
SUSHIL KASHYAP,Janata Dal  (United),1365,10,1375,0.56,Rohaniya,387
SANJIV,Peoples Party of India (Democratic),2656,5,2661,1.08,Rohaniya,387
RAJAN KUMAR SINGH,Independent,812,4,816,0.33,Rohaniya,387
NOTA,None of the Above,2956,11,2967,1.2,Rohaniya,387
Abbas Ali Zaidi Alias Rushdi,Bahujan Samaj Party,52070,111,52181,23.84,Rudauli,271
Anand Sen,Samajwadi Party,53189,226,53415,24.4,Rudauli,271
Dayanand Shukla,Indian National Congress,3270,0,3270,1.49,Rudauli,271
Ram Chandra Yadav,Bharatiya Janata Party,93892,139,94031,42.95,Rudauli,271
Kumud Kumari,"Rashtrawadi Party of India,",1526,0,1526,0.7,Rudauli,271
Manoj Kumar Mishra,Aam Aadmi Party,563,0,563,0.26,Rudauli,271
Mo. Munsaf,Peace Party,611,2,613,0.28,Rudauli,271
Mohammad Sher Afgan,All India Majlis-E-Ittehadul Muslimeen,9954,7,9961,4.55,Rudauli,271
Raj Karan,Sabka Dal United,743,2,745,0.34,Rudauli,271
Kusum Kumar,Independent,657,0,657,0.3,Rudauli,271
NOTA,None of the Above,1957,1,1958,0.89,Rudauli,271
Ashok Kumar,Bahujan Samaj Party,37361,257,37618,16.04,Rudhauli,309
Basant Chaudhary,Indian National Congress,4439,12,4451,1.9,Rudhauli,309
Rajendra Prasad Chaudhary,Samajwadi Party,85286,1074,86360,36.82,Rudhauli,309
Sangeeta Devi Urf Sangeeta Pratap Jaiswal,Bharatiya Janata Party,70872,262,71134,30.33,Rudhauli,309
Mohd. Kayoom,Atal Janshakti Party,1461,0,1461,0.62,Rudhauli,309
Jai Govind Pandey,Akhil Bharatiya Socialist Party,949,4,953,0.41,Rudhauli,309
Nihaluddin,All India Majlis-E-Ittehadul Muslimeen,3231,7,3238,1.38,Rudhauli,309
Neelam,Log Party,432,0,432,0.18,Rudhauli,309
Pushkaraditya  Singh,Aam Aadmi Party,24367,96,24463,10.43,Rudhauli,309
Mahfooj Ali,Peace Party,660,2,662,0.28,Rudhauli,309
Ajay Pratap,Independent,534,2,536,0.23,Rudhauli,309
Prem Kumar,Independent,706,1,707,0.3,Rudhauli,309
Laxmikant Bhatt,Independent,866,0,866,0.37,Rudhauli,309
Sunil Kumar,Independent,510,0,510,0.22,Rudhauli,309
NOTA,None of the Above,1136,4,1140,0.49,Rudhauli,309
AKHILESH PRATAP SINGH,Indian National Congress,30946,231,31177,17.14,Rudrapur,336
JAI PRAKASH NISHAD,Bharatiya Janata Party,77990,197,78187,42.99,Rudrapur,336
RAMBHUAL NISHAD,Samajwadi Party,35976,275,36251,19.93,Rudrapur,336
SURESH TIWARI,Bahujan Samaj Party,20020,73,20093,11.05,Rudrapur,336
KAMLESH KUMAR CHAURASIYA,Bahujan Mukti Party,535,2,537,0.3,Rudrapur,336
NARSINGH PAL,Aam Janta Party (India),227,1,228,0.13,Rudrapur,336
MANOJ PAL,Jan Adhikar Party,643,0,643,0.35,Rudrapur,336
RAJENDRA PRASAD NISHAD,Aam Aadmi Party,253,1,254,0.14,Rudrapur,336
RAMBRIKSH RAO,Bhartiya  Sarvjan Party,240,0,240,0.13,Rudrapur,336
SANJAY PASWAN,Rastriya Hind Samaj Party,241,4,245,0.13,Rudrapur,336
AMARJIT CHAUHAN,Independent,510,5,515,0.28,Rudrapur,336
PRADEEP YADAV,Independent,9580,18,9598,5.28,Rudrapur,336
SABBIR AHAMAD,Independent,1188,0,1188,0.65,Rudrapur,336
SURENDRA NISHAD,Independent,1077,1,1078,0.59,Rudrapur,336
NOTA,None of the Above,1629,0,1629,0.9,Rudrapur,336
DR. AVIN SHARMA,Bahujan Samaj Party,32446,109,32555,13.43,Sadabad,79
PRADEEP KUMAR SINGH,Rashtriya Lok Dal,104039,835,104874,43.25,Sadabad,79
MATHURA PRASAD,Indian National Congress,2768,20,2788,1.15,Sadabad,79
RAMVEER UPADHYAY,Bharatiya Janata Party,97735,702,98437,40.6,Sadabad,79
ARTI BHATT,Aam Aadmi Party,566,18,584,0.24,Sadabad,79
OMVEER SINGH,Bahujan Mukti Party,105,5,110,0.05,Sadabad,79
JITENDRA,Rashtriya Shoshit Samaj Party,175,2,177,0.07,Sadabad,79
RAJESH KUMAR,Swadeshi Hind Party,86,1,87,0.04,Sadabad,79
AVDHESH,Independent,129,6,135,0.06,Sadabad,79
NEM SINGH,Independent,241,0,241,0.1,Sadabad,79
PRAVEEN KUMAR,Independent,537,2,539,0.22,Sadabad,79
RAJESH KUMAR,Independent,301,0,301,0.12,Sadabad,79
SHASHIKANT,Independent,678,0,678,0.28,Sadabad,79
NOTA,None of the Above,973,3,976,0.4,Sadabad,79
ABHISHEK SINGH RANA,Indian National Congress,4125,8,4133,2.03,Sadar,189
ARUN VERMA,Samajwadi Party,69022,473,69495,34.15,Sadar,189
OM PRAKASH SINGH (O.P. SINGH),Bahujan Samaj Party,39827,93,39920,19.62,Sadar,189
RAJ PRASAD UPADHYAY,Bharatiya Janata Party,85011,238,85249,41.89,Sadar,189
ANIL KUMAR,Most Backward Classes Of India,1443,0,1443,0.71,Sadar,189
ANEES AHMAD,Aazad Samaj Party (Kanshi Ram),1088,0,1088,0.53,Sadar,189
BRIJESH KUMAR,Aam Aadmi Party,726,3,729,0.36,Sadar,189
NOTA,None of the Above,1439,0,1439,0.71,Sadar,189
BAMBA LAL,Bharatiya Janata Party,102811,157,102968,52.13,Safipur,163
RAJENDRA KUMAR,Bahujan Samaj Party,19725,43,19768,10.01,Safipur,163
SHANKAR LAL GAUTAM,Indian National Congress,1501,3,1504,0.76,Safipur,163
SUDHIR KUMAR,Samajwadi Party,68471,365,68836,34.85,Safipur,163
JEET GYANI,Aam Aadmi Party,960,0,960,0.49,Safipur,163
RAJU,Bahujan Mukti Party,1135,1,1136,0.58,Safipur,163
MUKESH,Independent,618,0,618,0.31,Safipur,163
NOTA,None of the Above,1742,3,1745,0.88,Safipur,163
BANDANA SINGH,Bharatiya Janata Party,60190,388,60578,31.17,Sagri,345
RANA KHATOON,Indian National Congress,1389,12,1401,0.72,Sagri,345
SHANKAR YADAV,Bahujan Samaj Party,40745,261,41006,21.1,Sagri,345
HRIDAY NARAYAN SINGH PATEL,Samajwadi Party,81968,1125,83093,42.76,Sagri,345
ABHIMANYU,Bahujan Mukti Party,837,4,841,0.43,Sagri,345
AMIRCHAND RAMLAKHAN YADAV,Aazad Samaj Party (Kanshi Ram),347,0,347,0.18,Sagri,345
NESAR,Peace Party,433,2,435,0.22,Sagri,345
PANKAJ MAURYA,Jan Adhikar Party,2408,7,2415,1.24,Sagri,345
MUKESH RAI,Aam Aadmi Party,566,6,572,0.29,Sagri,345
VIRENDRA YADAV,Aam Janta Party (India),212,1,213,0.11,Sagri,345
ISHRAK,Independent,263,0,263,0.14,Sagri,345
CHANDRIKA,Independent,474,0,474,0.24,Sagri,345
BABULAL BHARTI,Independent,1109,0,1109,0.57,Sagri,345
SAHTU,Independent,445,0,445,0.23,Sagri,345
NOTA,None of the Above,1144,4,1148,0.59,Sagri,345
PRADEEP SHUKLA,Bharatiya Janata Party,105541,440,105981,47.21,Sahajanwa,324
MANOJ YADAV,Indian National Congress,3324,14,3338,1.49,Sahajanwa,324
YASHPAL SINGH RAWAT,Samajwadi Party,61909,666,62575,27.87,Sahajanwa,324
SUDHiR SINGH,Bahujan Samaj Party,43731,174,43905,19.56,Sahajanwa,324
PRASHANT RAM TRIPATHI,Lok Janshakti Party(Ram Vilas),568,0,568,0.25,Sahajanwa,324
PRAHALAD SINGH,Shiv Sena,298,0,298,0.13,Sahajanwa,324
MANOJ KUMAR,Vikassheel Insaan Party,1162,1,1163,0.52,Sahajanwa,324
RAMAKANT,Bahujan Mukti Party,275,0,275,0.12,Sahajanwa,324
RAKESH DUBEY,Bharatiya Apna Samaj Party,539,1,540,0.24,Sahajanwa,324
VIJAY ANAND UPADHYAY,Aam Aadmi Party,1376,2,1378,0.61,Sahajanwa,324
RAKESH SHUKLA,Independent,701,1,702,0.31,Sahajanwa,324
SRI KRISHN YADAV,Independent,541,0,541,0.24,Sahajanwa,324
SURJEET SINGH,Independent,1616,5,1621,0.72,Sahajanwa,324
NOTA,None of the Above,1602,2,1604,0.71,Sahajanwa,324
Ajab Singh,Bahujan Samaj Party,62354,283,62637,24.1,Saharanpur,4
Ashu Malik,Samajwadi Party,106716,291,107007,41.18,Saharanpur,4
JAGPAL SINGH,Bharatiya Janata Party,75956,306,76262,29.35,Saharanpur,4
SANDEEP KUMAR,Indian National Congress,1212,5,1217,0.47,Saharanpur,4
QURBAN,Aazad Samaj Party (Kanshi Ram),1760,4,1764,0.68,Saharanpur,4
Margoob,All India Majlis-E-Ittehadul Muslimeen,8179,8,8187,3.15,Saharanpur,4
MEWA LAL,Bharatrashtra Democratic Party,78,0,78,0.03,Saharanpur,4
Yogesh Dahiya,Aam Aadmi Party,474,2,476,0.18,Saharanpur,4
RIYASAT,Aamjan Ekta Party,191,0,191,0.07,Saharanpur,4
VAHID ALI KHAN,Log Party,126,0,126,0.05,Saharanpur,4
PINKI KUMARI,Independent,84,0,84,0.03,Saharanpur,4
RAJITA,Independent,177,0,177,0.07,Saharanpur,4
LOKESH KUMAR,Independent,349,0,349,0.13,Saharanpur,4
SHABREJ,Independent,377,0,377,0.15,Saharanpur,4
NOTA,None of the Above,922,1,923,0.36,Saharanpur,4
Manish,Bahujan Samaj Party,8680,96,8776,2.99,SaharanpurNagar,3
RAJEEV GUMBER,Bharatiya Janata Party,142294,901,143195,48.85,SaharanpurNagar,3
SUKHWINDER KAUR,Indian National Congress,2246,10,2256,0.77,SaharanpurNagar,3
SANJAY GARG,Samajwadi Party,135314,447,135761,46.32,SaharanpurNagar,3
AVTAR SINGH,Akhand Bharat Vikas Party,398,0,398,0.14,SaharanpurNagar,3
USMAN MALIK,Aam Aadmi Party,286,1,287,0.1,SaharanpurNagar,3
KAMROODDIN,Sanyukt Vikas Party,168,0,168,0.06,SaharanpurNagar,3
MANSOOR AHMED,Aazad Samaj Party (Kanshi Ram),692,3,695,0.24,SaharanpurNagar,3
RITA,Bahujan Mukti Party,360,0,360,0.12,SaharanpurNagar,3
SALLOUDEEN RAJA,Lok Dal,153,0,153,0.05,SaharanpurNagar,3
PULKIT THAKRAL,Independent,103,1,104,0.04,SaharanpurNagar,3
SANJAY KUMAR,Independent,205,1,206,0.07,SaharanpurNagar,3
NOTA,None of the Above,747,6,753,0.26,SaharanpurNagar,3
DHIRENDRA KUMAR BHARDWAJ,Bharatiya Janata Party,66534,82,66616,26.55,Sahaswan,113
BRAJESH YADAV,Samajwadi Party,83639,34,83673,33.35,Sahaswan,113
MUSARRAT ALI,Bahujan Samaj Party,69700,28,69728,27.79,Sahaswan,113
RAJVEER SINGH,Indian National Congress,1126,0,1126,0.45,Sahaswan,113
ANIL KUMAR,Aam Aadmi Party,438,0,438,0.17,Sahaswan,113
KUNAL SINGH,Rashtriya Parivartan Dal,24054,6,24060,9.59,Sahaswan,113
NAVAB,Jan Seva Sahayak Party,571,2,573,0.23,Sahaswan,113
PRAVESH KUMAR,Independent,914,0,914,0.36,Sahaswan,113
RAVENDRA SARMA,Independent,967,2,969,0.39,Sahaswan,113
RAKESH KUMAR SHARMA,Independent,875,1,876,0.35,Sahaswan,113
NOTA,None of the Above,1899,0,1899,0.76,Sahaswan,113
AJIT KUMAR PAL,Bahujan Samaj Party,24021,115,24136,5.01,Sahibabad,55
AMARPAL SHARMA,Samajwadi Party,107759,288,108047,22.43,Sahibabad,55
SUNIL KUMAR SHARMA,Bharatiya Janata Party,322045,837,322882,67.03,Sahibabad,55
SANGEETA TYAGI,Indian National Congress,10240,33,10273,2.13,Sahibabad,55
ANIMA OJHA,Right to Recall Party,296,0,296,0.06,Sahibabad,55
CHHAVI YADAV,Aam Aadmi Party,6944,21,6965,1.45,Sahibabad,55
BHUPENDRA NATH,Jan Adhikar Party,310,0,310,0.06,Sahibabad,55
MANMOHAN JHA,All India Majlis-E-Ittehadul Muslimeen,4304,1,4305,0.89,Sahibabad,55
SUJIT TIWARI,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),438,0,438,0.09,Sahibabad,55
SMT. GEETANJALI,Independent,557,0,557,0.12,Sahibabad,55
VIJAY KUMAR,Independent,532,0,532,0.11,Sahibabad,55
NOTA,None of the Above,2930,15,2945,0.61,Sahibabad,55
ANKIT BHARTI,Samajwadi Party,108523,1188,109711,46.36,Saidpur,374
BINOD KUMAR,Bahujan Samaj Party,44867,230,45097,19.06,Saidpur,374
SEEMA DEVI,Indian National Congress,1688,16,1704,0.72,Saidpur,374
SUBHASH PASSI,Bharatiya Janata Party,72731,345,73076,30.88,Saidpur,374
DINESH,Bahujan Mukti Party,661,1,662,0.28,Saidpur,374
RAKESH,Aam Aadmi Party,635,3,638,0.27,Saidpur,374
RAMLOCHAN,Jan Adhikar Party,2083,7,2090,0.88,Saidpur,374
DURGESH,Independent,324,0,324,0.14,Saidpur,374
NIRMALA,Independent,580,0,580,0.25,Saidpur,374
RAMLAL,Independent,844,12,856,0.36,Saidpur,374
NOTA,None of the Above,1884,14,1898,0.8,Saidpur,374
AMIT KUMAR YADAV URF LALA,Bahujan Samaj Party,36694,154,36848,17.54,Saiyadraja,382
MANOJ KUMAR,Samajwadi Party,76320,654,76974,36.65,Saiyadraja,382
VIMLA,Indian National Congress,2147,8,2155,1.03,Saiyadraja,382
SUSHIL SINGH,Bharatiya Janata Party,87546,345,87891,41.85,Saiyadraja,382
MAHESH KUMAR,Janta Raj Party,748,1,749,0.36,Saiyadraja,382
SHAHZAMA KHAN SHAHI,Jan Adhikar Party,1746,3,1749,0.83,Saiyadraja,382
SIDDHARTH PRAAN BAAHU,Aazad Samaj Party (Kanshi Ram),404,2,406,0.19,Saiyadraja,382
SURESH SINGH,Aam Aadmi Party,289,4,293,0.14,Saiyadraja,382
NEELU SINGH URF NEELAM SINGH,Independent,427,1,428,0.2,Saiyadraja,382
RAMESH,Independent,260,0,260,0.12,Saiyadraja,382
RAVINDRA,Independent,631,0,631,0.3,Saiyadraja,382
NOTA,None of the Above,1645,2,1647,0.78,Saiyadraja,382
JAYSHYAM,Bahujan Samaj Party,43503,253,43756,20.63,Sakaldiha,381
DEVENDRA PRATAP,Indian National Congress,5110,25,5135,2.42,Sakaldiha,381
PRABHU NARAYAN YADAV,Samajwadi Party,85309,1019,86328,40.7,Sakaldiha,381
SURYAMUNI TIWARI,Bharatiya Janata Party,69265,402,69667,32.84,Sakaldiha,381
CHANDA,Jan Adhikar Party,3521,6,3527,1.66,Sakaldiha,381
RAVIKANT VISHWAKARMA,Aam Janta Party (India),415,2,417,0.2,Sakaldiha,381
RAMDHARI YADAV,Rashtriya Krishak Dal,496,0,496,0.23,Sakaldiha,381
SHAMEEM RAYIN,Bahujan Mukti Party,629,5,634,0.3,Sakaldiha,381
SHYAM LAL SHARMA,Moulik Adhikar Party,591,0,591,0.28,Sakaldiha,381
NOTA,None of the Above,1566,1,1567,0.74,Sakaldiha,381
DULARI DEVI,Indian National Congress,2718,18,2736,1.54,Salempur,341
BIJAYLAXMI GAUTAM,Bharatiya Janata Party,81470,577,82047,46.15,Salempur,341
RAJESH BHARATI,Bahujan Samaj Party,20559,98,20657,11.62,Salempur,341
SATISH KUMAR,Communist Party of India  (Marxist),1545,12,1557,0.88,Salempur,341
UDAYBHAN RAO,Aam Aadmi Party,806,3,809,0.46,Salempur,341
BHARAT VYASH GAUTAM,All India Majlis-E-Ittehadul Muslimeen,2728,4,2732,1.54,Salempur,341
MANBODH PRASAD,Suheldev Bharatiya Samaj Party,64676,763,65439,36.8,Salempur,341
NOTA,None of the Above,1819,4,1823,1.03,Salempur,341
ARJUN KUMAR,Indian National Congress,11430,9,11439,5.71,Salon,181
ASHOK KUMAR,Bharatiya Janata Party,87627,88,87715,43.79,Salon,181
JAGDISH PRASAD,Samajwadi Party,85551,53,85604,42.73,Salon,181
SVATI SINGH,Bahujan Samaj Party,9331,4,9335,4.66,Salon,181
AMIT KUMAR,Janata Dal  (United),528,0,528,0.26,Salon,181
RADHEYSHYAM,Aam Aadmi Party,622,0,622,0.31,Salon,181
SUDARSHAN RAM,Bhartiya Panchsheel Party,632,0,632,0.32,Salon,181
KAMALESH,Independent,938,0,938,0.47,Salon,181
SHAKTI SHEKHAR,Independent,1468,0,1468,0.73,Salon,181
NOTA,None of the Above,2042,0,2042,1.02,Salon,181
IQBAL MEHMOOD,Samajwadi Party,106653,420,107073,43.73,Sambhal,33
NIDA AHMAD,Indian National Congress,2251,5,2256,0.92,Sambhal,33
RAJESH SINGHAL,Bharatiya Janata Party,65165,211,65376,26.7,Sambhal,33
SHAKIL AHAMAD,Bahujan Samaj Party,44388,55,44443,18.15,Sambhal,33
MOHD. KASHIF KHAN,Aam Aadmi Party,453,2,455,0.19,Sambhal,33
ZAHID,Shiv Sena,257,0,257,0.1,Sambhal,33
MOHAMMAD MUSHIR KHAN TARIN,All India Majlis-E-Ittehadul Muslimeen,21464,6,21470,8.77,Sambhal,33
AJAY KUMAR,Independent,581,0,581,0.24,Sambhal,33
IQBAL,Independent,742,0,742,0.3,Sambhal,33
ANSHUL,Independent,708,1,709,0.29,Sambhal,33
SABOOR HUSAIN,Independent,287,0,287,0.12,Sambhal,33
NOTA,None of the Above,1201,3,1204,0.49,Sambhal,33
Akanksha Verma,Indian National Congress,3047,8,3055,1.56,Sandi,158
Usha Verma,Samajwadi Party,71564,722,72286,36.97,Sandi,158
Kamal Verma s/o Sundar Lal Verma,Bahujan Samaj Party,30426,150,30576,15.64,Sandi,158
Prabhash Kumar,Bharatiya Janata Party,81315,204,81519,41.7,Sandi,158
Pradeep Kumar,Bhartiya Krishak Dal,1415,1,1416,0.72,Sandi,158
Ranjeet Singh Khalsa,Bahujan Party,391,0,391,0.2,Sandi,158
Swarn Kant,Aam Aadmi Party,385,3,388,0.2,Sandi,158
Anup Kumar,Independent,304,0,304,0.16,Sandi,158
Arvind Kumar,Independent,631,0,631,0.32,Sandi,158
Kamal Verma s/o Niranjan Lal,Independent,1557,0,1557,0.8,Sandi,158
Ram Sagar,Independent,783,0,783,0.4,Sandi,158
Shive Kumar,Independent,916,0,916,0.47,Sandi,158
NOTA,None of the Above,1686,3,1689,0.86,Sandi,158
Abdul Mannan,Bahujan Samaj Party,64412,215,64627,31.61,Sandila,161
Alka Singh,Bharatiya Janata Party,101581,149,101730,49.76,Sandila,161
Mo. Haneef,Indian National Congress,3462,2,3464,1.69,Sandila,161
Abhinay Gupta,Bhartiya Shakti Chetna Party,3665,7,3672,1.8,Sandila,161
Munnalal Shukla,Socialist Party (India),473,0,473,0.23,Sandila,161
Raghuveer,Aam Aadmi Party,498,2,500,0.24,Sandila,161
Mo. Rafik,All India Majlis-E-Ittehadul Muslimeen,1452,0,1452,0.71,Sandila,161
Sunil Arkvanshi,Suheldev Bharatiya Samaj Party,24386,269,24655,12.06,Sandila,161
Naresh Singh,Independent,631,1,632,0.31,Sandila,161
Lalit Kumar,Independent,1383,1,1384,0.68,Sandila,161
NOTA,None of the Above,1852,4,1856,0.91,Sandila,161
Atul Pradhan,Samajwadi Party,118047,526,118573,48.75,Sardhana,44
Syed Rehanuddin,Indian National Congress,2129,15,2144,0.88,Sardhana,44
Sangeet Singh Som,Bharatiya Janata Party,99887,486,100373,41.27,Sardhana,44
Sanjeev Dhama,Bahujan Samaj Party,18075,65,18140,7.46,Sardhana,44
Zeeshan Alam,All India Majlis-E-Ittehadul Muslimeen,1459,0,1459,0.6,Sardhana,44
Devendra,Jan Adhikar Party,163,0,163,0.07,Sardhana,44
Ramesh Chand,Pichhra Samaj Party,254,1,255,0.1,Sardhana,44
Sanjay,Aam Aadmi Party,229,3,232,0.1,Sardhana,44
Daya Chand,Independent,202,1,203,0.08,Sardhana,44
Devendra,Independent,551,0,551,0.23,Sardhana,44
Vinod Soam,Independent,230,0,230,0.09,Sardhana,44
NOTA,None of the Above,880,3,883,0.36,Sardhana,44
THAKUR PRASAD YADAV,Bahujan Samaj Party,37992,163,38155,17.61,Sareni,182
DEVENDRA PRATAP SINGH,Samajwadi Party,65525,641,66166,30.53,Sareni,182
DHIRENDRA BAHADUR SINGH,Bharatiya Janata Party,62023,336,62359,28.78,Sareni,182
SUDHA DWIVEDI,Indian National Congress,42573,129,42702,19.71,Sareni,182
DEVENDRA PAL,Aam Aadmi Party,1078,8,1086,0.5,Sareni,182
DHARMENDRA KUMAR,"Rashtrawadi Party of India,",345,0,345,0.16,Sareni,182
MANOJ KUMAR SHARMA,Vikassheel Janta Party,372,1,373,0.17,Sareni,182
MANORAMA,Akhil Bhartiya Apna Dal,537,1,538,0.25,Sareni,182
RAM MANOHAR,Voters Party  International,396,0,396,0.18,Sareni,182
SOHAN LAL,India Praja Bandhu Party,373,0,373,0.17,Sareni,182
HORI LAL,Pragatisheel Samaj Party,762,1,763,0.35,Sareni,182
ANIL KUMAR,Independent,584,1,585,0.27,Sareni,182
ABHAY KUMAR,Independent,712,0,712,0.33,Sareni,182
SHIVPRATAP SINGH,Independent,752,0,752,0.35,Sareni,182
NOTA,None of the Above,1392,3,1395,0.64,Sareni,182
Abhishek Mishra,Samajwadi Party,103498,942,104440,31.9,SarojiniNagar,170
Mohd. Jaleesh Khan,Bahujan Samaj Party,33125,231,33356,10.19,SarojiniNagar,170
Rajeshwar Singh,Bharatiya Janata Party,159872,754,160626,49.07,SarojiniNagar,170
RUDRA DAMAN SINGH,Indian National Congress,19665,46,19711,6.02,SarojiniNagar,170
Satya Narayan,Communist Party of India,1794,1,1795,0.55,SarojiniNagar,170
Anil Kumar Giri,Apna Bharatiya Sanatan Party,433,2,435,0.13,SarojiniNagar,170
Arvind Singh,Rashtriya Teesara Vikalp Party,247,0,247,0.08,SarojiniNagar,170
Chandra Shekhar Verma,Jan Adhikar Party,401,0,401,0.12,SarojiniNagar,170
Jitendra Kumar,Bahujan Mukti Party,307,0,307,0.09,SarojiniNagar,170
Pratap Chandra,Rashtriya Rashtrawadi Party,429,0,429,0.13,SarojiniNagar,170
Rama Shankar Bheem,Manavtawadi Kranti Dal,327,0,327,0.1,SarojiniNagar,170
Ramvaran Singh,Rashtriya Jatigat Aarakshan Virodhi Party,442,1,443,0.14,SarojiniNagar,170
Rohit Shrivastava,Aam Aadmi Party,2418,9,2427,0.74,SarojiniNagar,170
Sharda Pratap Shukla,Independent,606,1,607,0.19,SarojiniNagar,170
NOTA,None of the Above,1815,7,1822,0.56,SarojiniNagar,170
Padamrag Singh Yadav,Samajwadi Party,88029,547,88576,35.68,Sawayazpur,154
Madhavendra Pratap Singh,Bharatiya Janata Party,114089,174,114263,46.03,Sawayazpur,154
Rajvardhan Singh,Indian National Congress,11382,14,11396,4.59,Sawayazpur,154
Dr. Rahul Tiwari,Bahujan Samaj Party,21162,59,21221,8.55,Sawayazpur,154
Ramesh,Bharatiya Subhash Sena,495,0,495,0.2,Sawayazpur,154
Ritoo,Bhartiya Shakti Chetna Party,263,0,263,0.11,Sawayazpur,154
Vedram,Jan Adhikar Party,5408,10,5418,2.18,Sawayazpur,154
Gyanesh Kumar,Aazad Samaj Party (Kanshi Ram),513,0,513,0.21,Sawayazpur,154
Anupam Pratap Singh,Independent,250,0,250,0.1,Sawayazpur,154
Umesh Chandra Pathak,Independent,384,0,384,0.15,Sawayazpur,154
Manoj Kumar,Independent,263,0,263,0.11,Sawayazpur,154
Raj Prakash Singh,Independent,365,0,365,0.15,Sawayazpur,154
Ramveer,Independent,627,2,629,0.25,Sawayazpur,154
Lal Bahadur Singh,Independent,1043,0,1043,0.42,Sawayazpur,154
Suraj Prakash,Independent,1655,0,1655,0.67,Sawayazpur,154
NOTA,None of the Above,1487,1,1488,0.6,Sawayazpur,154
Arvind Kumar Tripathi,Bahujan Samaj Party,24006,59,24065,10.89,Sevapuri,391
Anju Anand Singh,Indian National Congress,2960,14,2974,1.35,Sevapuri,391
Neel Ratan Singh,Bharatiya Janata Party,104913,250,105163,47.6,Sevapuri,391
Surendra Singh Patel,Samajwadi Party,82234,398,82632,37.41,Sevapuri,391
Kailash Patel,Aam Aadmi Party,1141,4,1145,0.52,Sevapuri,391
Guru Prasad Singh,Lok Bandhu Party,437,1,438,0.2,Sevapuri,391
Jai Prakash,Insaafwadi Party,385,2,387,0.18,Sevapuri,391
Surendra,Jan Adhikar Party,621,2,623,0.28,Sevapuri,391
Santosh,Moulik Adhikar Party,986,0,986,0.45,Sevapuri,391
Manoj Kumar Chaubey,Independent,908,2,910,0.41,Sevapuri,391
NOTA,None of the Above,1584,3,1587,0.72,Sevapuri,391
ASHISH PRATAP SINGH,Bahujan Samaj Party,17044,10,17054,7.64,Sevata,150
MAHENDRA KUMAR SINGH,Samajwadi Party,87619,157,87776,39.34,Sevata,150
DR. VIJAYNATH AWASTHI,Indian National Congress,2984,0,2984,1.34,Sevata,150
GYAN TIWARI,Bharatiya Janata Party,107980,77,108057,48.43,Sevata,150
SHANTI DEVI,Vikassheel Insaan Party,4300,0,4300,1.93,Sevata,150
MASTURI KHATUN,Independent,964,0,964,0.43,Sevata,150
NOTA,None of the Above,1996,0,1996,0.89,Sevata,150
AZIMUSHAN,Indian National Congress,1559,2,1561,0.67,Shahabad,155
AHIVRAN,Bahujan Samaj Party,37330,145,37475,16.05,Shahabad,155
MOHD ASIF KHAN,Samajwadi Party,87452,630,88082,37.72,Shahabad,155
RAJNI TIWARI,Bharatiya Janata Party,94325,236,94561,40.49,Shahabad,155
KAMAL KUMAR SHUKLA,Aam Aadmi Party,1739,3,1742,0.75,Shahabad,155
PARINITA SINGH,Jansatta Dal Loktantrik,347,0,347,0.15,Shahabad,155
RAM KISHOR,Jan Adhikar Party,498,0,498,0.21,Shahabad,155
RAHUL KUMAR,Manuvadi Party,682,0,682,0.29,Shahabad,155
AKHILESH PATHAK,Independent,4372,8,4380,1.88,Shahabad,155
NASREEN BANO,Independent,831,0,831,0.36,Shahabad,155
NAGENDRA SINGH,Independent,831,0,831,0.36,Shahabad,155
SAURABH,Independent,862,1,863,0.37,Shahabad,155
NOTA,None of the Above,1664,0,1664,0.71,Shahabad,155
Indar Dev,Bahujan Samaj Party,48797,160,48957,20.32,Shahganj,365
Parvez Alam,Indian National Congress,1523,6,1529,0.63,Shahganj,365
Shailendra Yadav Lalai,Samajwadi Party,85733,781,86514,35.91,Shahganj,365
Kapil Dev,Shiv Sena,855,2,857,0.36,Shahganj,365
Jitendra Kumar,Bharatrashtra Democratic Party,383,0,383,0.16,Shahganj,365
Nayab Ahmad Khan,All India Majlis-E-Ittehadul Muslimeen,8127,1,8128,3.37,Shahganj,365
Ramesh,Nirbal Indian Shoshit Hamara Aam Dal,86980,253,87233,36.21,Shahganj,365
Ramanuj,Vikassheel Insaan Party,2546,5,2551,1.06,Shahganj,365
Ram Pratap,Bharatiya Nav Kranti Party,511,3,514,0.21,Shahganj,365
Ram Sumer,Moulik Adhikar Party,775,0,775,0.32,Shahganj,365
Vinod Kumar,Aam Aadmi Party,780,3,783,0.33,Shahganj,365
